LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.350, Time: 5.770004 s
         1463779 function calls (1448302 primitive calls) in 7.309 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.009    0.001 patches.py:2230(<listcomp>)
  214/170    0.000    0.000    0.001    0.000 typing.py:1669(__hash__)
  422/319    0.000    0.000    0.001    0.000 typing.py:1371(__hash__)
       54    0.000    0.000    0.000    0.000 enum.py:975(_find_data_type_)
        8    0.000    0.000    0.004    0.001 core.py:2678(__init__)
       37    0.000    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
      206    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
      215    0.000    0.000    0.001    0.000 {built-in method builtins.any}
  815/577    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
      501    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.000    0.000 linalg.py:2191(lstsq)
       52    0.000    0.000    0.000    0.000 core.py:894(__init__)
      198    0.000    0.000    0.001    0.000 pyplot.py:93(_copy_docstring_and_deprecators)
      211    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
       80    0.000    0.000    0.000    0.000 enum.py:929(_check_for_existing_members_)
        1    0.000    0.000    0.184    0.184 rcsetup.py:1(<module>)
      401    0.000    0.000    0.002    0.000 typing.py:694(<genexpr>)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
      166    0.000    0.000    0.000    0.000 colors.py:659(__init__)
      100    0.000    0.000    0.002    0.000 fromnumeric.py:2979(prod)
      358    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       82    0.000    0.000    0.001    0.000 __init__.py:253(make_alias)
      400    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      720    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       12    0.000    0.000    0.042    0.004 _docstring.py:51(__missing__)
      409    0.000    0.000    0.000    0.000 copyreg.py:104(__newobj__)
       35    0.000    0.000    0.005    0.000 rcsetup.py:107(<listcomp>)
      217    0.000    0.000    0.002    0.000 _parser.py:94(closegroup)
       19    0.000    0.000    0.002    0.000 deprecation.py:316(delete_parameter)
        2    0.000    0.000    0.004    0.002 function_base.py:1(<module>)
     55/8    0.000    0.000    0.005    0.001 core.py:3635(leave_whitespace)
      103    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.003    0.002 dataclasses.py:884(_process_class)
      730    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      778    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x1081d02c0}
      166    0.000    0.000    0.000    0.000 colors.py:762(__copy__)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
       49    0.000    0.000    0.000    0.000 pathlib.py:536(__str__)
       27    0.000    0.000    0.001    0.000 typing.py:1804(__class_getitem__)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       54    0.000    0.000    0.000    0.000 linalg.py:135(_makearray)
     35/5    0.000    0.000    0.002    0.000 core.py:3675(streamline)
  215/110    0.000    0.000    0.003    0.000 core.py:1832(default_name)
      151    0.000    0.000    0.000    0.000 fromnumeric.py:72(<dictcomp>)
      920    0.000    0.000    0.000    0.000 inspect.py:2743(default)
      562    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:970(<dictcomp>)
        1    0.000    0.000    0.001    0.001 _color_data.py:1(<module>)
      293    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
      162    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
       30    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
      118    0.000    0.000    0.000    0.000 _parser.py:446(_uniq)
        1    0.000    0.000    0.000    0.000 TiffTags.py:420(_populate)
       34    0.000    0.000    0.000    0.000 numeric.py:136(ones)
        1    0.000    0.000    0.065    0.065 Image.py:1(<module>)
        1    0.000    0.000    0.029    0.029 font_manager.py:1(<module>)
  274/255    0.000    0.000    0.000    0.000 results.py:159(__init__)
        1    0.000    0.000    0.002    0.002 _base.py:547(_AxesBase)
       32    0.000    0.000    0.000    0.000 colors.py:479(<setcomp>)
      317    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
   114/57    0.000    0.000    0.005    0.000 core.py:3722(copy)
      484    0.000    0.000    0.016    0.000 {built-in method builtins.next}
       18    0.000    0.000    0.000    0.000 cycler.py:364(by_key)
        1    0.000    0.000    0.011    0.011 common.py:8(pyparsing_common)
    45/12    0.000    0.000    0.004    0.000 typing.py:1380(__getitem__)
       44    0.000    0.000    0.001    0.000 _compiler.py:384(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 colors.py:77(<dictcomp>)
       26    0.000    0.000    0.000    0.000 enum.py:1004(_find_new_)
        1    0.000    0.000    0.001    0.001 getlimits.py:162(_register_known_types)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.012    0.012 helpers.py:1(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2507(extend_all)
       26    0.000    0.000    0.001    0.000 enum.py:482(__prepare__)
       23    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
  266/157    0.000    0.000    0.003    0.000 core.py:1857(name)
        1    0.000    0.000    0.001    0.001 rcsetup.py:1266(<dictcomp>)
       63    0.000    0.000    0.001    0.000 deprecation.py:187(finalize)
       44    0.000    0.000    0.002    0.000 _base.py:52(__init__)
        1    0.000    0.000    0.005    0.005 tz.py:1(<module>)
       10    0.000    0.000    0.000    0.000 version.py:184(__init__)
       28    0.000    0.000    0.001    0.000 __init__.py:2081(getLogger)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
    363/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
      312    0.000    0.000    0.000    0.000 rcsetup.py:800(_convert_validator_spec)
   114/57    0.000    0.000    0.004    0.000 core.py:3724(<listcomp>)
       37    0.000    0.000    0.001    0.000 transforms.py:1327(__init_subclass__)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
        1    0.000    0.000    0.021    0.021 image.py:1(<module>)
        1    0.000    0.000    0.004    0.004 axes3d.py:42(Axes3D)
       63    0.000    0.000    0.003    0.000 colors.py:1080(reversed)
       18    0.000    0.000    0.004    0.000 rcsetup.py:629(cycler)
       37    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
       85    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       62    0.000    0.000    0.002    0.000 core.py:1352(__add__)
        1    0.000    0.000    0.009    0.009 artist.py:1(<module>)
       77    0.000    0.000    0.000    0.000 _parser.py:309(_class_escape)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1617(_ip_int_from_string)
        1    0.000    0.000    0.099    0.099 patches.py:1(<module>)
        1    0.000    0.000    0.109    0.109 colors.py:1(<module>)
      126    0.000    0.000    0.000    0.000 colors.py:958(__init__)
    45/12    0.000    0.000    0.003    0.000 typing.py:1412(_determine_new_args)
      183    0.000    0.000    0.000    0.000 textwrap.py:482(prefixed_lines)
       12    0.000    0.000    0.000    0.000 datetime.py:592(__new__)
        1    0.000    0.000    0.004    0.004 _add_newdocs.py:1(<module>)
       54    0.000    0.000    0.001    0.000 enum.py:939(_get_mixins_)
      189    0.000    0.000    0.000    0.000 inspect.py:1947(_signature_get_user_defined_method)
       35    0.000    0.000    0.001    0.000 core.py:2315(__init__)
     39/1    0.000    0.000    0.000    0.000 __config__.py:25(<dictcomp>)
      401    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
        1    0.000    0.000    0.034    0.034 numerictypes.py:1(<module>)
       27    0.000    0.000    0.000    0.000 __init__.py:1378(_fixupParents)
       37    0.000    0.000    0.001    0.000 core.py:2984(parseImpl)
        1    0.000    0.000    0.000    0.000 text.py:108(Text)
       82    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       74    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       93    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       51    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.014    0.014 scale.py:1(<module>)
      344    0.000    0.000    0.000    0.000 enum.py:796(<genexpr>)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2189(__init__)
      247    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.006    0.006 fromnumeric.py:1(<module>)
      253    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.010    0.010 ticker.py:1(<module>)
        1    0.000    0.000    0.005    0.005 datetime.py:1(<module>)
       28    0.000    0.000    0.000    0.000 __init__.py:1447(__init__)
      106    0.000    0.000    0.000    0.000 linalg.py:153(_realType)
       20    0.000    0.000    0.000    0.000 pathlib.py:484(_parse_args)
    45/35    0.000    0.000    0.036    0.001 <frozen importlib._bootstrap_external>:1239(exec_module)
        1    0.000    0.000    0.002    0.002 defchararray.py:1(<module>)
      450    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       20    0.000    0.000    0.000    0.000 colors.py:1180(reversed)
        1    0.000    0.000    0.010    0.010 subprocess.py:1(<module>)
      144    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       19    0.000    0.000    0.000    0.000 path.py:99(__init__)
      222    0.000    0.000    0.000    0.000 transforms.py:1332(<genexpr>)
       37    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       33    0.000    0.000    0.002    0.000 contextlib.py:141(__exit__)
      480    0.000    0.000    0.000    0.000 typing.py:736(<genexpr>)
       37    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
        1    0.000    0.000    0.033    0.033 linalg.py:1(<module>)
       52    0.000    0.000    0.000    0.000 enum.py:770(__getattr__)
        2    0.000    0.000    0.001    0.000 unicode.py:55(_chars_for_ranges)
      238    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.004    0.004 _mathtext.py:1(<module>)
       32    0.000    0.000    0.000    0.000 <frozen _collections_abc>:941(update)
      296    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
      248    0.000    0.000    0.000    0.000 patches.py:2244(<genexpr>)
       63    0.000    0.000    0.000    0.000 inspect.py:2065(_signature_is_builtin)
      139    0.000    0.000    0.000    0.000 core.py:757(preParse)
       33    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x104490360}
        1    0.000    0.000    0.004    0.004 rrule.py:1(<module>)
      342    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
      118    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      312    0.000    0.000    0.000    0.000 typing.py:1699(__eq__)
        1    0.000    0.000    0.010    0.010 pickle.py:1(<module>)
      346    0.000    0.000    0.000    0.000 enum.py:1249(value)
        1    0.000    0.000    0.003    0.003 scimath.py:1(<module>)
        9    0.000    0.000    0.006    0.001 _fontconfig_pattern.py:80(parse_fontconfig_pattern)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
      342    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        2    0.000    0.000    0.008    0.004 shape_base.py:1(<module>)
       78    0.000    0.000    0.000    0.000 util.py:111(set_)
        1    0.000    0.000    0.030    0.030 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.220    0.220 backend_bases.py:1(<module>)
        1    0.000    0.000    0.001    0.001 markers.py:156(MarkerStyle)
       28    0.000    0.000    0.001    0.000 core.py:2915(__init__)
       95    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
        1    0.000    0.000    0.019    0.019 widgets.py:1(<module>)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1209(_parse_octet)
       40    0.000    0.000    0.000    0.000 pathlib.py:523(_format_parsed_parts)
       22    0.000    0.000    0.000    0.000 __init__.py:222(__getattr__)
   104/91    0.000    0.000    0.008    0.000 typing.py:479(__getitem__)
        2    0.000    0.000    0.004    0.002 polynomial.py:1(<module>)
        1    0.000    0.000    0.002    0.002 figure.py:181(FigureBase)
        1    0.000    0.000    0.135    0.135 _axes.py:1(<module>)
       44    0.000    0.000    0.000    0.000 results.py:533(copy)
       28    0.000    0.000    0.000    0.000 pathlib.py:657(stem)
       52    0.000    0.000    0.000    0.000 linalg.py:209(_assert_stacked_square)
       24    0.000    0.000    0.000    0.000 dviread.py:220(decorate)
        1    0.000    0.000    0.006    0.006 _array_like.py:1(<module>)
        1    0.000    0.000    0.013    0.013 multiarray.py:1(<module>)
        1    0.000    0.000    0.010    0.010 hmac.py:1(<module>)
       21    0.000    0.000    0.001    0.000 typing.py:1647(__getitem__)
       92    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
      222    0.000    0.000    0.000    0.000 patches.py:2237(<genexpr>)
      222    0.000    0.000    0.000    0.000 transforms.py:1338(<genexpr>)
        1    0.000    0.000    0.001    0.001 polynomial.py:453(polyfit)
      147    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
       34    0.000    0.000    0.001    0.000 <frozen posixpath>:229(expanduser)
        1    0.000    0.000    0.432    0.432 figure.py:1(<module>)
       50    0.000    0.000    0.000    0.000 _internal.py:872(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.177    0.177 text.py:1(<module>)
       32    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.004    0.004 npyio.py:1(<module>)
       26    0.000    0.000    0.000    0.000 artist.py:45(allow_rasterization)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.009    0.009 backend_tools.py:1(<module>)
      137    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       32    0.000    0.000    0.000    0.000 warnings.py:466(__enter__)
        1    0.000    0.000    0.004    0.004 _dtype_like.py:1(<module>)
       18    0.000    0.000    0.003    0.000 core.py:262(_trim_arity)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
